"GreatPast,GreatFuture",Zoo/Aquarium,artMuseum,natural history museum,science and technology center,park,public library,live music,sporting event,lecture or talk about science,PoliticsInterest,CommunityInterest,SportsNewsInterest,BusinessInterest,ScienceNewsInterest,EntertainmentNewsInterest,HowOftenScienceNews,HowGetScienceNews,HealthMedInterest,TechInterest,EnvironmentInterest,NutritionInterest,AstromonyInterest,EvolutionInterest,BrainInterest,SciKnowledge,AltMethodsSci,RateNewsMediaScience,UseSocialMedia,WatchCrime,WatchMedical,WatchSciFi,Hobbies,ABCNews,CBSNews,NBCNews,BizInsider,Vox,IJR,PBS,Politico,LATimes,PoliticalViews,Language,Parent of 0-17 year olds,Occupation,ReligiousEvents,OwnSmartPhone,ComputerOwner,Age,Education,Race,Gender,HOH,HHSize,HousingType,Income,MaritalStatus,EmploymentStatus,Age,Children0-1,Children2-5,Children6-12,Children13-17,Adults18+
2,0,0,0,0,0,0,0,0,0,4,1,4,4,4,2,4,1,0,0,0,0,0,1,1,4,2,2,1,2,1,4,2,0,0,0,0,0,0,0,0,0,1,1,1,-2,6,1,4,1,3,1,2,0,4,1,3,5,7,25,0,0,0,0,4
2,1,0,1,0,1,1,1,1,0,2,1,2,2,2,3,4,2,1,1,1,1,0,0,1,2,2,2,2,4,3,4,2,0,0,1,0,0,0,0,0,0,1,1,2,-2,2,2,1,4,3,1,2,1,1,1,6,2,5,73,0,0,0,0,1
1,0,1,0,0,0,1,0,1,0,3,2,2,2,2,2,4,1,0,0,1,0,0,0,0,3,2,3,2,1,2,3,2,1,0,0,0,0,0,0,0,0,3,1,1,27,6,1,1,3,3,1,1,1,3,1,16,1,1,50,0,0,0,1,2
1,0,0,0,0,1,1,1,1,0,2,2,1,1,3,3,4,1,1,0,0,1,0,0,0,2,2,3,1,1,1,3,2,1,0,0,0,0,0,0,0,0,1,1,2,19,4,1,3,2,4,1,1,1,2,1,17,1,1,34,0,0,0,0,2
1,0,0,0,0,1,0,1,1,0,3,4,2,3,2,2,2,2,0,1,0,1,1,1,1,1,2,2,1,4,4,1,1,0,0,0,0,0,0,0,0,0,3,1,2,20,5,1,3,2,4,1,1,1,1,3,13,5,1,31,0,0,0,0,1
1,0,0,0,0,1,1,1,1,0,1,3,4,3,2,2,1,2,0,1,1,0,1,0,0,2,2,2,2,1,2,2,2,1,1,1,0,0,0,0,0,1,3,1,2,10,4,1,3,2,3,5,1,0,4,1,17,5,2,30,0,0,0,0,4
2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,-1,0,0,0,0,0,0,0,4,2,4,1,2,4,4,2,0,0,0,0,0,0,0,0,0,-1,1,1,-2,4,1,2,2,1,1,2,1,6,1,7,1,4,33,0,0,3,1,2
1,1,0,0,1,1,1,1,1,1,2,2,4,1,1,4,1,1,1,1,0,0,0,0,0,2,2,4,2,3,4,2,2,0,0,0,0,0,0,0,0,0,4,1,2,10,5,1,3,1,4,3,1,1,1,3,8,5,1,23,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,1,3,1,1,2,1,3,1,0,0,0,1,0,0,0,1,2,4,2,1,4,4,2,0,0,0,0,0,1,1,0,0,3,1,1,29,6,1,6,1,2,2,2,1,2,1,8,5,1,26,1,0,0,0,1
1,0,0,0,0,1,1,0,1,0,2,1,3,1,2,2,2,2,1,0,0,1,0,1,0,2,2,2,2,2,3,2,1,1,1,0,0,0,0,1,0,0,2,1,2,20,5,2,2,3,1,1,1,1,5,1,15,6,1,50,0,0,0,0,5
2,1,0,0,1,1,0,1,0,1,2,1,3,3,2,2,3,1,1,0,0,0,0,0,0,2,2,4,1,1,1,3,2,0,1,0,0,0,0,0,0,0,1,1,1,12,5,1,2,1,4,1,2,1,3,1,13,1,1,28,0,0,1,0,2
2,0,1,0,0,0,1,0,1,0,4,3,1,4,4,2,4,1,0,0,0,0,1,0,0,4,2,4,1,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,3,1,3,2,4,1,1,0,3,1,9,5,6,32,0,0,0,0,3
2,1,0,1,1,1,1,1,1,0,2,3,3,3,3,3,4,1,0,1,0,0,0,1,0,3,2,2,1,3,4,2,2,1,0,0,0,0,0,0,0,0,1,1,2,-2,2,1,2,1,1,1,1,0,6,1,16,5,4,18,0,1,0,3,2
1,1,0,1,1,1,0,1,1,0,4,2,4,4,2,2,4,1,1,1,1,0,0,0,1,2,2,2,1,3,1,3,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,4,1,2,3,1,1,2,1,7,1,9,1,6,55,0,0,3,0,4
2,0,0,0,0,0,0,0,0,0,2,4,4,3,2,4,4,1,0,0,0,0,0,0,1,3,2,3,1,4,4,2,1,0,0,0,0,0,0,0,0,0,2,1,2,-2,6,1,2,1,1,1,2,0,4,1,17,5,7,18,0,0,0,1,3
1,0,0,0,0,0,1,1,0,0,1,1,4,3,2,3,4,1,1,0,0,1,0,1,1,2,2,2,1,4,4,3,2,0,1,1,0,0,0,0,0,0,2,1,2,10,6,1,2,1,4,1,2,0,4,1,15,5,1,22,0,0,0,0,4
2,0,1,0,1,1,0,1,0,1,1,2,4,3,2,3,1,2,1,0,1,1,0,0,1,1,2,3,1,3,3,2,2,0,0,0,0,0,0,0,0,0,3,1,2,9,5,1,2,1,4,5,2,0,3,1,20,5,1,25,0,0,0,0,3
2,0,0,0,0,1,0,1,0,0,1,2,3,4,2,2,2,2,0,1,1,0,1,1,1,2,2,2,1,2,4,3,2,0,0,0,0,0,0,0,1,0,2,1,2,24,5,1,2,1,2,1,1,0,2,1,14,5,2,25,0,0,0,0,2
2,1,0,0,0,1,1,0,0,0,2,2,4,4,2,2,4,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,2,29,6,1,2,1,3,1,2,1,2,3,2,5,1,23,0,0,0,0,2
1,1,1,0,1,1,1,0,1,0,1,2,2,1,3,4,4,1,0,1,0,1,1,0,1,2,-1,4,2,2,3,1,1,0,0,0,0,0,1,0,0,0,4,1,1,15,1,1,3,2,4,1,1,1,5,1,15,1,1,37,0,1,2,0,2
2,1,0,0,1,0,1,0,0,0,1,3,4,3,1,4,2,2,1,1,1,1,1,1,1,2,2,4,2,3,3,1,1,0,0,0,0,0,0,0,0,0,2,1,1,-2,3,1,2,3,2,1,1,1,3,3,9,1,7,49,0,1,0,0,2
2,1,0,0,1,1,1,0,1,0,2,1,3,3,3,2,4,1,1,0,0,1,0,0,0,3,2,2,2,2,1,4,2,0,1,0,0,0,0,0,0,0,3,1,2,-2,5,1,2,3,4,1,2,1,2,1,12,1,4,50,0,0,0,0,2
1,0,0,0,1,1,1,0,1,1,3,3,3,4,3,1,2,1,1,1,0,0,0,0,0,1,2,4,1,4,4,4,2,1,0,1,0,1,0,0,0,0,1,1,2,11,2,1,2,2,4,1,2,1,2,1,17,1,1,36,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,4,4,1,1,1,1,1,0,1,0,3,2,4,2,4,4,2,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,6,1,3,4,4,3,1,1,2,1,18,1,5,70,0,0,0,0,2
2,0,1,1,1,1,1,0,1,0,1,1,3,2,2,2,3,2,1,1,1,0,1,1,1,2,2,2,1,3,3,2,2,1,0,0,0,0,0,1,0,0,2,1,2,6,6,2,1,3,4,1,1,1,1,2,11,5,1,47,0,0,0,0,1
2,0,0,0,0,1,0,0,0,0,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,3,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,4,1,2,2,6,1,2,2,4,1,2,1,3,1,13,1,1,44,0,0,0,1,2
2,0,1,0,0,1,0,0,0,0,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,4,4,4,1,1,1,1,0,0,0,1,0,0,2,1,2,-2,6,2,3,4,4,3,1,1,1,1,10,3,5,89,0,0,0,0,1
2,0,1,0,0,1,1,1,1,0,1,1,3,1,2,3,2,2,1,1,0,0,1,0,1,2,2,2,1,2,3,1,1,0,0,0,1,0,0,1,1,0,3,1,2,10,3,1,1,2,4,1,1,1,2,1,14,1,2,34,0,0,0,0,2
2,0,0,0,0,0,1,0,0,0,2,2,3,2,2,2,4,2,1,1,0,1,0,0,1,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,2,1,2,13,2,1,6,2,4,2,2,1,1,2,12,5,1,32,0,0,0,0,1
1,1,1,0,1,1,1,1,0,0,1,1,3,1,2,3,2,1,0,1,0,0,0,1,1,2,2,2,1,1,2,4,2,0,1,1,0,0,1,0,1,1,2,1,2,10,4,1,3,4,4,1,2,1,3,1,20,5,2,61,0,0,1,0,2
2,0,1,0,0,1,0,1,1,0,3,3,1,1,2,3,2,2,1,1,0,0,1,1,0,2,2,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,2,1,2,2,6,1,2,1,4,1,1,1,2,3,17,5,1,27,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,2,3,3,3,3,1,4,1,0,0,0,0,0,0,0,4,2,2,1,4,4,4,2,0,0,0,0,0,0,0,0,0,3,1,1,-2,4,1,6,1,2,2,2,1,2,3,1,5,4,27,0,0,1,0,1
1,1,0,0,0,1,1,0,0,0,2,2,2,2,1,4,3,2,1,0,0,0,0,0,1,3,2,2,1,1,3,4,2,0,1,0,0,0,0,0,0,0,3,1,2,-2,2,2,2,4,3,1,2,1,1,3,5,4,5,73,0,0,0,0,1
1,0,0,0,0,1,1,0,0,0,3,1,2,3,3,2,3,2,1,0,0,1,0,0,0,2,2,2,1,4,2,4,2,0,0,1,0,0,0,1,0,0,3,1,2,-2,6,1,3,3,3,1,2,1,4,4,6,1,6,45,0,1,0,1,2
2,0,0,0,0,0,1,0,0,1,2,3,4,2,2,1,3,2,1,1,0,1,0,0,1,3,2,2,1,1,1,3,2,0,0,0,0,0,0,0,1,0,3,1,2,-2,6,4,2,1,2,4,2,0,2,3,5,5,6,22,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,2,0,0,0,0,0,0,0,3,-1,3,2,4,4,4,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,6,1,6,2,1,1,2,1,2,3,4,6,6,34,0,0,0,0,2
1,1,0,0,0,1,1,0,1,0,3,3,1,4,2,3,4,1,1,0,0,1,0,0,1,2,2,3,2,2,3,2,2,1,0,0,0,0,0,0,0,0,3,1,1,15,6,2,6,2,3,1,1,1,4,1,17,1,1,40,0,0,1,1,2
2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,3,2,2,1,1,3,1,2,1,1,1,0,0,0,0,0,0,3,1,2,-2,5,1,2,4,2,1,1,1,2,1,12,2,5,69,0,0,0,0,2
1,1,0,0,0,1,0,1,0,0,2,2,4,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,3,3,2,1,1,1,1,0,0,0,1,0,0,2,1,2,3,6,1,3,1,4,3,1,1,2,3,18,6,1,29,0,0,0,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,0,0,0,0,1,1,2,2,1,-2,2,2,3,3,1,4,2,0,3,1,1,1,7,46,0,0,1,0,2
2,0,1,1,1,0,1,0,1,0,2,1,2,2,1,2,1,2,1,0,1,1,1,0,1,2,2,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,2,1,2,21,2,1,3,3,4,3,2,1,2,1,16,1,1,55,0,0,0,0,2
2,0,1,0,0,1,1,1,0,1,1,2,2,3,2,2,3,2,1,0,0,1,0,0,1,2,2,2,1,4,3,4,2,0,0,0,0,0,0,0,0,0,3,1,2,29,2,1,2,4,4,5,2,1,1,3,14,3,2,60,0,0,0,0,1
2,0,0,0,0,1,1,0,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,3,4,2,2,0,0,0,0,0,0,0,0,0,2,1,1,8,6,1,3,3,4,1,2,1,3,1,14,1,1,45,0,0,0,1,2
2,0,0,0,0,0,1,1,0,1,2,1,3,3,2,3,4,1,1,0,1,1,0,0,1,1,2,2,1,2,2,3,1,0,0,1,0,0,0,0,0,0,2,1,2,29,5,1,3,3,3,5,2,1,2,1,21,1,1,58,0,0,0,0,2
1,1,0,0,0,1,1,1,0,0,1,2,4,1,2,3,3,2,1,1,1,1,0,0,1,3,2,3,1,3,2,4,2,0,1,1,0,0,0,0,1,0,2,1,2,-2,5,2,2,4,4,1,2,1,2,1,15,1,5,67,0,0,0,0,2
1,0,0,0,0,0,0,0,1,0,2,1,1,2,4,4,4,2,0,0,0,1,0,0,0,3,2,4,1,2,2,2,2,0,0,1,0,0,0,0,0,0,1,1,1,1,6,1,1,3,3,1,1,1,4,1,16,1,1,55,0,0,0,2,2
2,0,1,0,0,1,1,1,1,0,3,2,4,2,2,3,3,2,1,1,1,1,0,0,1,2,2,4,1,4,4,4,2,0,0,0,0,0,0,0,0,0,2,1,2,7,5,1,1,1,4,3,2,1,1,2,16,5,1,29,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,3,2,1,1,1,0,0,1,0,2,1,2,1,2,2,3,2,1,1,1,0,0,0,0,1,0,2,1,2,7,6,1,2,4,4,1,1,1,2,1,18,1,1,60,0,0,0,0,2
1,0,1,0,1,1,1,0,0,0,1,1,4,2,1,2,1,2,0,1,1,0,1,1,0,2,2,3,1,3,4,1,2,0,0,0,0,0,0,0,1,1,2,1,2,15,5,1,3,2,4,1,1,1,2,2,21,1,1,40,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,4,4,1,4,4,4,4,2,0,0,0,0,0,0,0,4,2,3,1,4,4,4,2,0,0,0,0,0,0,0,0,0,2,1,2,-2,6,1,2,1,2,1,2,0,1,4,5,4,4,26,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,3,2,1,0,0,1,0,0,1,3,2,3,2,4,2,4,2,0,0,0,0,0,0,0,0,0,2,1,2,-2,2,2,4,4,1,4,2,1,3,3,8,1,5,70,0,0,0,0,3
1,0,0,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,1,1,0,1,1,0,0,2,2,4,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,3,4,4,1,1,1,4,1,18,1,1,60,0,0,0,0,4
1,1,0,0,1,1,0,1,0,0,1,2,4,2,2,3,4,1,1,1,1,0,0,0,1,3,2,2,2,1,1,3,2,0,0,0,0,0,0,1,0,0,2,1,2,-2,2,2,6,4,2,1,2,1,2,2,13,2,5,80,0,0,0,0,2
1,1,0,0,0,0,1,1,1,0,3,1,1,1,3,2,3,2,1,1,1,1,1,1,1,3,2,2,1,1,3,3,2,0,0,1,0,0,0,0,0,1,1,1,2,29,3,1,3,1,3,1,1,0,3,1,19,6,1,20,0,0,0,0,3
2,0,1,0,0,1,1,0,0,0,2,2,4,2,2,3,4,1,1,0,1,1,1,0,0,2,2,4,1,1,1,3,2,1,1,1,0,0,0,0,0,0,1,1,2,-2,1,1,2,3,3,1,2,1,4,1,16,1,6,55,0,0,0,0,4
1,1,0,1,1,1,0,1,1,0,1,1,1,1,3,3,2,2,0,1,1,0,1,0,0,3,2,3,2,4,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,2,2,4,1,1,1,1,1,21,1,2,40,0,0,0,0,1
1,0,1,1,1,0,1,0,0,1,2,4,4,4,1,3,2,2,1,1,0,0,0,0,1,1,2,2,2,4,1,4,1,1,1,0,0,0,0,0,0,0,1,1,2,-2,5,1,2,1,1,1,1,0,4,1,11,5,7,18,0,0,0,0,4
1,0,0,0,0,0,0,1,0,0,2,2,2,3,2,2,1,2,1,1,1,0,1,1,1,2,1,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,29,6,1,1,4,2,1,2,1,4,1,15,1,1,61,0,0,1,0,3
1,0,0,0,0,1,1,1,1,0,2,2,2,2,2,2,3,2,1,1,0,0,1,0,1,2,2,3,2,1,3,1,1,0,1,0,0,0,0,0,0,0,1,1,1,3,2,1,3,2,3,1,1,1,7,1,16,1,1,41,0,0,2,1,4
2,1,0,1,0,1,1,1,1,0,3,2,4,4,2,3,3,1,1,0,0,1,0,0,1,3,2,4,1,2,2,3,2,0,0,1,0,0,0,0,0,0,2,1,2,12,3,1,2,1,4,1,2,0,3,1,13,5,1,25,0,0,0,0,3
2,0,1,0,0,1,0,1,0,0,1,3,4,2,2,4,3,1,1,0,0,0,0,1,1,3,2,-1,2,1,3,4,2,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,2,3,3,4,2,1,2,1,20,1,2,54,0,0,0,0,2
2,0,0,0,0,0,1,0,0,0,1,2,3,2,2,4,4,1,0,1,0,0,0,0,0,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,3,6,1,3,1,1,1,1,0,5,1,12,1,2,28,0,0,2,1,2
2,1,0,0,0,1,0,1,1,0,2,1,1,2,3,3,3,2,0,1,0,0,0,0,1,2,2,3,1,1,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,18,1,1,3,3,2,1,1,1,4,1,15,1,1,52,0,0,0,1,3
2,0,0,0,0,0,0,0,0,0,3,2,4,3,2,2,4,2,1,1,0,1,0,0,0,3,2,2,1,1,3,1,2,1,1,0,0,0,0,1,0,0,3,1,2,-2,4,1,2,3,1,1,2,1,1,3,1,2,6,54,0,0,0,0,1
1,1,0,0,1,1,1,1,0,0,2,1,4,2,1,4,2,1,1,1,1,1,1,0,1,2,1,3,2,3,4,1,1,0,0,0,0,0,1,0,0,0,4,1,1,-2,2,1,2,2,4,4,2,1,5,1,17,1,7,38,0,1,2,0,2
1,1,0,1,0,1,1,1,1,0,3,-1,4,4,1,3,1,2,0,1,0,0,1,1,1,2,2,2,1,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,2,3,5,1,2,1,4,1,1,0,3,1,20,5,2,24,0,0,0,0,3
2,0,0,0,0,0,0,0,0,0,1,2,4,3,1,4,1,2,1,1,1,1,0,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,3,2,2,-2,6,1,2,4,3,4,1,1,7,3,4,1,5,60,0,0,0,0,5
1,0,0,0,0,0,1,0,1,0,3,1,1,2,2,2,3,1,1,0,0,1,1,0,0,3,2,2,1,3,1,2,2,1,1,1,0,0,0,0,0,0,2,1,2,29,2,2,2,3,3,1,1,1,1,3,4,5,1,59,0,0,0,0,1
2,1,1,1,1,1,1,1,1,0,2,1,3,1,1,2,1,2,1,1,1,1,1,1,1,2,2,3,1,3,4,3,2,1,1,1,0,0,0,0,0,0,1,1,1,2,6,1,3,2,2,1,2,1,4,1,13,1,1,34,0,0,2,0,2
1,0,1,1,0,1,0,0,0,0,1,1,3,3,3,2,3,2,1,0,0,1,0,0,1,3,2,3,1,2,3,4,2,0,0,0,0,1,0,0,1,0,2,1,2,6,5,1,2,1,4,1,2,1,2,1,14,5,1,23,0,0,0,0,2
1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,3,1,3,4,1,2,1,0,0,0,0,0,0,0,0,3,1,1,2,5,1,2,3,4,1,1,1,4,1,18,1,2,59,0,0,0,1,3
2,0,0,0,0,1,1,0,0,0,1,1,4,1,1,3,1,2,1,1,0,0,1,1,1,2,2,2,1,2,4,4,2,0,1,0,0,0,0,0,0,0,3,1,2,-2,3,2,1,4,4,1,1,1,2,3,12,1,5,76,0,0,0,0,2
2,0,1,0,0,1,1,1,0,0,1,1,3,1,1,3,1,2,1,1,1,1,1,0,1,2,2,2,2,4,4,3,2,0,0,0,0,0,0,1,1,0,2,1,2,-2,6,1,1,4,4,1,2,1,2,1,16,1,5,70,0,0,0,0,2
2,1,1,0,0,1,0,0,1,0,1,2,2,2,2,2,3,2,1,1,1,0,1,1,1,2,2,3,2,4,3,3,2,0,0,1,0,0,0,0,0,0,3,1,2,19,6,1,2,4,2,1,2,1,2,1,14,1,1,64,0,0,0,0,2
2,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,2,1,2,2,2,1,1,1,1,0,0,0,1,0,0,2,1,2,-2,2,1,2,1,2,3,2,0,6,1,16,5,4,18,0,0,0,2,4
1,0,1,0,1,1,1,1,0,0,2,1,4,1,2,3,2,2,1,0,1,1,0,0,1,2,2,2,1,1,3,2,2,0,0,0,0,0,0,0,1,0,2,1,2,6,2,1,1,4,4,1,2,1,2,1,14,1,1,64,0,0,0,0,2
1,1,1,1,0,1,1,1,0,1,1,2,4,3,1,2,2,2,1,1,1,1,1,1,1,2,2,3,1,2,3,1,2,0,0,0,0,1,0,0,1,1,2,1,2,10,3,1,2,1,4,4,2,1,2,3,16,5,1,26,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,2,2,4,4,2,4,2,1,0,1,0,0,1,1,0,2,2,2,1,2,2,2,2,0,1,0,0,0,0,1,0,0,2,1,2,-2,3,1,3,3,3,3,2,0,4,2,13,1,4,47,0,0,0,0,4
1,0,1,1,1,1,0,1,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,2,2,4,1,2,3,4,1,1,1,1,0,0,0,1,1,0,2,1,2,-2,6,1,3,4,4,1,1,1,2,1,18,1,5,67,0,0,0,0,2
1,0,1,0,1,1,0,0,0,0,3,2,4,3,2,4,2,2,1,1,1,1,0,1,0,2,2,3,1,3,3,1,2,0,0,0,0,0,0,0,0,0,1,1,2,16,4,1,2,1,3,1,2,0,3,1,14,5,1,24,0,0,0,0,3
2,0,1,0,0,0,0,0,0,0,3,3,2,3,3,2,4,1,0,1,0,0,0,0,0,3,2,3,1,4,3,2,2,0,0,0,0,0,0,0,0,0,2,1,2,17,2,1,2,1,2,3,1,1,4,1,16,5,1,19,0,0,0,1,3
2,0,0,0,0,1,1,1,1,0,1,2,3,1,2,2,4,2,1,1,1,1,1,0,1,2,2,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,4,1,2,-2,4,1,2,4,3,1,2,1,2,1,19,1,5,74,0,0,0,0,2
2,1,0,0,1,1,0,0,1,0,3,2,1,3,2,3,3,1,1,0,0,1,1,0,1,2,2,2,1,1,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1,-2,1,1,3,2,2,1,2,1,5,1,12,1,7,44,0,0,1,0,4
2,0,0,0,0,0,0,0,0,0,4,2,4,4,4,1,4,1,1,1,0,1,0,0,0,4,2,2,1,4,3,4,2,0,0,1,0,0,0,0,0,0,2,1,2,20,6,4,3,4,4,1,2,1,2,1,15,1,1,71,0,0,0,0,2
1,1,0,0,0,1,0,0,0,0,2,1,3,1,2,2,3,2,1,1,0,0,1,0,0,2,2,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,4,1,1,4,2,1,1,1,1,1,9,3,5,68,0,0,0,0,1
1,1,1,1,1,1,0,1,1,0,2,2,1,2,1,2,4,1,1,1,1,1,1,0,1,2,2,3,1,3,4,2,2,1,1,1,0,0,0,0,0,0,1,1,2,1,2,1,3,3,4,1,1,1,2,1,16,1,1,48,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,0,0,0,0,0,1,1,3,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,2,12,5,1,6,3,4,3,1,1,2,3,2,1,1,45,0,0,0,0,2
1,0,0,1,0,0,0,0,1,0,2,2,4,2,2,4,2,1,0,1,0,0,0,0,0,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,2,-2,1,1,1,1,2,2,2,1,1,1,5,5,4,29,0,0,0,0,1
2,0,1,1,1,1,0,0,0,0,1,2,4,2,2,2,1,2,1,1,1,0,1,1,0,2,2,4,1,3,3,2,2,0,0,0,0,0,0,0,0,0,3,1,2,12,5,1,1,4,4,1,1,1,3,1,19,1,2,66,0,0,0,0,3
2,0,0,0,0,1,0,1,1,0,2,1,3,2,1,3,4,1,1,1,1,1,0,0,0,2,2,3,1,3,3,3,1,0,1,0,0,0,0,0,0,0,2,1,2,-2,5,1,2,4,2,1,1,1,2,1,13,1,5,71,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,2,2,1,4,3,3,4,1,1,0,1,0,1,0,0,3,2,2,1,3,3,2,2,0,1,0,0,0,0,0,0,0,2,1,2,18,2,1,2,1,2,4,1,0,3,2,12,6,1,27,0,0,0,0,3
1,1,1,0,0,0,1,1,1,1,2,2,3,3,2,3,2,2,1,0,0,1,0,0,1,1,2,2,1,3,3,2,2,1,1,0,0,0,0,0,0,1,2,1,1,12,5,1,3,2,3,1,2,1,5,1,16,1,1,41,0,0,1,2,2
2,0,0,0,0,0,0,0,0,0,2,2,3,3,1,2,2,2,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,-2,6,1,3,1,1,1,1,0,3,1,7,5,4,25,0,0,0,0,3
2,0,1,0,0,0,1,1,1,0,1,1,3,2,2,3,1,2,1,1,1,0,0,1,1,2,2,3,1,2,4,2,2,0,0,0,0,0,0,1,1,0,3,1,1,9,6,1,1,3,4,1,1,1,5,1,18,1,1,53,0,0,2,1,2
1,1,1,0,1,1,1,0,1,0,2,1,2,3,1,1,2,2,1,0,1,1,1,0,1,1,2,3,1,2,2,4,1,1,1,1,0,0,0,0,0,0,1,1,1,12,3,1,3,2,4,1,2,1,6,1,18,1,1,43,0,0,3,0,2
1,1,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,1,0,0,0,0,1,1,1,4,2,2,1,2,3,3,2,0,1,0,0,0,0,1,0,0,1,1,1,-2,5,1,2,2,1,1,2,1,5,1,11,1,4,34,0,0,2,1,2
1,0,0,0,0,1,0,0,0,0,2,2,3,4,3,4,3,1,0,0,0,0,0,1,0,3,2,2,1,3,4,2,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,4,3,3,3,2,1,1,1,2,1,5,1,6,59,0,0,0,0,2
2,0,0,1,0,1,0,1,0,0,2,1,1,1,1,2,2,2,1,1,0,0,0,0,1,2,1,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,1,2,2,2,1,2,3,3,1,2,1,1,1,16,1,1,50,0,0,0,0,1
2,0,0,0,0,1,0,0,0,0,2,3,4,3,2,2,2,2,0,1,0,1,1,0,0,3,2,3,2,1,2,2,2,1,1,1,0,0,0,1,0,0,1,2,1,25,3,1,2,2,3,4,1,1,5,3,10,1,2,37,0,1,2,0,2
2,0,0,0,0,1,1,1,1,0,3,2,3,3,3,2,4,1,0,1,0,0,0,0,1,3,2,2,1,2,3,3,2,0,0,0,0,0,0,0,0,0,3,1,1,19,1,1,3,1,2,1,2,1,8,1,8,5,1,26,1,1,1,0,5
2,0,0,0,0,1,0,1,1,0,2,1,3,3,3,1,2,1,1,0,0,1,0,0,0,2,1,2,1,4,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,1,6,1,4,3,3,1,2,1,1,3,12,3,1,57,0,0,0,0,1
2,0,0,0,0,0,1,0,1,0,3,2,1,3,2,3,4,1,1,0,0,1,1,0,0,2,2,2,1,1,2,3,2,0,0,0,0,0,1,0,0,0,1,1,2,29,2,1,3,1,2,1,2,0,3,1,4,5,1,28,0,0,0,0,3
2,0,0,0,0,0,0,0,0,0,1,2,4,2,1,2,2,2,1,0,1,1,0,1,1,2,2,2,1,2,3,2,2,1,1,1,0,0,0,1,0,0,3,1,2,20,6,1,2,3,2,1,2,1,1,4,5,3,1,56,0,0,0,0,1
